date,open,high,low,close,volume,R_t1
1/21/11,183.0001,183.25,176.84,177.42,6806200,-0.335531507
1/14/11,185.5,188.94,184.92,188.75,3662800,-0.370225166
1/7/11,187.88,188.45,183.74,185.49,5221700,-0.361205456
12/31/10,181.96,182.3,179.51,180,3451900,-0.348555556
12/17/10,178.41,178.75,177.02,177.58,4507300,-0.385403762
12/10/10,174.88,175.95,173.36,175.62,3565500,-0.311012413
12/3/10,175.5,176.4,174.05,175.68,4907500,-0.283754554
11/26/10,177.36,178.38,176.16,177.2,4271600,-0.305699774
11/19/10,163.95,164.99,162.84,164.82,4464800,-0.255126805
11/12/10,170.12,171.26,165.05,165.68,7160600,-0.242757122
11/5/10,169.35,171.65,168.59,170.77,5212200,-0.281372606
10/29/10,165.8,168.5,164.81,165.23,4998500,-0.222096472
10/22/10,162.45,170.17,162.27,169.13,16318400,-0.261041802
10/15/10,158.4199,164.88,156.75,164.64,10135500,-0.167274052
10/8/10,155.18,156.28,152.78,155.55,6918400,-0.076631308
10/1/10,157.06,157.44,152.2,153.71,8683400,-0.075069937
9/24/10,155.43,160.89,155.42,160.73,10590600,-0.128600759
9/17/10,148.9,148.98,146.5,148.325,7259600,-0.089431991
9/10/10,140.75,142.6001,140.04,142.44,5043600,-0.084877843
9/3/10,136.89,139.5,136.625,138.79,6581200,-0.050219756
8/27/10,125.46,126.64,122.25,126.64,5080000,0.017924826
8/20/10,127.2,128.04,126.02,127.76,4170100,-0.073262367
8/13/10,126.06,127.48,124.26,124.69,3976600,-0.057502606
8/6/10,126.72,128.4,125.9,128.32,5065200,-0.067487531
7/30/10,115.53,118.74,114.51,117.89,7077500,-0.004241242
7/23/10,105.925,119.28,105.8,118.87,42421100,0.055018087
7/16/10,121.28,121.92,118.01,118.49,6227900,0.02481222
7/9/10,116.55,117.4,114.65,117.26,4065100,0.084257206
7/2/10,110.92,111.29,108.56,109.14,4477100,0.223382811
6/25/10,118.14,121.76,117.626,121,5769700,0.061818182
6/18/10,126.48,127.48,125.07,125.83,3836000,0.066120957
6/11/10,121.39,123.53,120.29,123.03,4204600,0.118263838
6/4/10,126.33,128.2,122.18,122.77,5497700,0.073063452
5/28/10,126.07,127.6,124.01,125.46,3954800,0.033476805
5/21/10,117.895,124.97,117.52,122.72,7966900,0.083523468
5/14/10,130.36,131,126.76,128.533,5277800,-0.018150981
5/7/10,127.97,131.18,123.76,124.98,11927600,-0.049367899
4/30/10,141.4,141.4,136.91,137.1,6113500,-0.135740336
4/23/10,145.38,149.09,142.42,143.63,18975200,-0.336350345
4/16/10,144.88,147.17,141.45,142.171,8396800,-0.326796604
4/9/10,140.72,141.33,139.07,140.06,6011100,-0.358489219
3/26/10,134.895,136.99,133.76,135.06,6565700,-0.329779357
3/19/10,133.71,133.71,129.66,130.35,8905000,-0.307403145
3/12/10,134.2,134.2,131.18,131.82,6150800,-0.358670915
3/5/10,129.13,129.45,127.07,128.91,6769300,-0.388177798
2/26/10,117.88,119.43,117,118.4,5721600,-0.301013514
2/19/10,117.91,119.09,117,117.52,7115600,-0.276718856
2/12/10,118.99,119.94,117.5,119.66,8073500,-0.301520976
2/5/10,115.88,117.65,114.1,117.39,11024800,-0.273191924
1/29/10,129.77,131.8499,124.14,125.41,29471300,-0.316162985
1/22/10,125.6,127.67,120.76,121.43,11568900,-0.287737791
1/15/10,129.18,129.65,127.06,127.14,15376500,-0.324760107
1/8/10,130.56,133.68,129.03,133.52,9830500,-0.418588975
12/18/09,127.91,128.79,125.6474,128.48,9605400,-0.347135741
12/11/09,136.07,136.29,133.2,134.15,8046700,-0.381587775
12/4/09,143.42,143.45,135.11,137.58,14827400,-0.388864661
11/27/09,130.3,133,129.88,131.74,4422600,-0.335357522
11/20/09,127.76,129.99,127.41,129.66,6652600,-0.398503779
11/13/09,131.16,132.99,129.75,132.97,7376800,-0.431149883
11/6/09,123,126.98,122.67,126.2,13226000,-0.416798732
10/30/09,121.9699,122.9,118.21,118.81,13312200,-0.343910445
10/23/09,111.05,119.65,110.62,118.49,58305800,-0.333614651
10/16/09,95.3,96.12,93.61,95.32,7038400,-0.113932018
10/9/09,95,95.95,94.26,95.71,4694000,-0.184515725
10/2/09,90.05,91.14,89.58,89.85,5039400,-0.129994435
9/25/09,91.44,92.25,89.75,90.52,4256800,-0.220945647
9/18/09,90.74,91,89.47,90.28,6769500,-0.225077537
9/11/09,84.44,84.9,83.76,84.54,6006900,-0.188194937
9/4/09,78.27,79.78,77.63,78.87,4671500,-0.217826804
8/28/09,84.78,84.99,82.57,82.76,4620700,-0.217133881
8/21/09,84.78,85.06,83.54,85,6130700,-0.248705882
8/14/09,84.11,84.17,82.78,83.58,4924700,-0.243120364
8/7/09,84.1,85.96,84.1,85.32,5628000,-0.219995312
7/31/09,85.76,86.75,84.62,85.76,5886900,-0.314132463
7/24/09,87.6,88.9,85.5,86.49,19204600,-0.414614406
7/17/09,85.8,86.5,85.2,85.85,5051600,-0.399068142
7/10/09,77.52,78.82,76.17,77.63,5976100,-0.284941389
6/26/09,81.9,84.14,81.13,83.88,8775300,-0.35193133
